Age,Gender,Education_Level,Job Title,Divisions,Years of Experience,Rank,Salary,Salary_division
27,Male,Bachelor's Degree,Software Engineer,Engineering,3,Junior,80000,Moderate
41,Male,PhD,Senior Data Scientist,Science and Analytics,16,Senior,190000,High
34,Female,Master's Degree,Data Scientist,Science and Analytics,9,Mid-level,140000,High
27,Male,Bachelor's Degree,Software Engineer,Engineering,3,Junior,80000,Moderate
32,Female,Master's Degree,Product Manager,Managerial,7,Mid-level,120000,Moderate
27,Male,Bachelor's Degree,Software Engineer,Engineering,3,Junior,80000,Moderate
35,Female,Master's Degree,Data Analyst,Science and Analytics,9,Mid-level,120000,Moderate
27,Male,Bachelor's Degree,Software Engineer,Engineering,3,Junior,80000,Moderate
41,Female,PhD,Director of Data Science,Director,16,Senior,200000,High
35,Female,Master's Degree,Data Analyst,Science and Analytics,9,Mid-level,120000,Moderate
27,Male,Bachelor's Degree,Software Engineer,Engineering,3,Junior,80000,Moderate
36,Male,PhD,Senior Data Scientist,Science and Analytics,12,Mid-level,170000,High
27,Male,Bachelor's Degree,Software Engineer,Engineering,3,Junior,80000,Moderate
29,Male,Bachelor's Degree,Product Manager,Managerial,5,Junior,80000,Moderate
42,Male,Master's Degree,Product Manager,Managerial,14,Mid-level,180000,High
27,Male,Bachelor's Degree,Software Engineer,Engineering,3,Junior,80000,Moderate
35,Female,Master's Degree,Data Analyst,Science and Analytics,9,Mid-level,120000,Moderate
27,Male,Bachelor's Degree,Software Engineer,Engineering,3,Junior,80000,Moderate
48,Male,PhD,Director of Data Science,Director,18,Senior,210000,High
34,Male,Master's Degree,Data Scientist,Science and Analytics,9,Mid-level,140000,High
27,Male,Bachelor's Degree,Software Engineer,Engineering,3,Junior,80000,Moderate
32,Male,Master's Degree,Product Manager,Managerial,7,Mid-level,110000,Moderate
27,Male,Bachelor's Degree,Software Engineer,Engineering,3,Junior,80000,Moderate
35,Female,Master's Degree,Data Analyst,Science and Analytics,9,Mid-level,120000,Moderate
27,Male,Bachelor's Degree,Software Engineer,Engineering,3,Junior,80000,Moderate
41,Female,PhD,Director of Data Science,Director,16,Senior,200000,High
35,Female,Master's Degree,Data Analyst,Science and Analytics,9,Mid-level,120000,Moderate
27,Male,Bachelor's Degree,Software Engineer,Engineering,3,Junior,80000,Moderate
36,Male,PhD,Senior Data Scientist,Science and Analytics,12,Mid-level,170000,High
27,Male,Bachelor's Degree,Software Engineer,Engineering,3,Junior,80000,Moderate
27,Male,Bachelor's Degree,Software Engineer,Engineering,3,Junior,80000,Moderate
42,Male,Master's Degree,Product Manager,Managerial,14,Mid-level,180000,High
29,Male,Bachelor's Degree,Product Manager,Managerial,5,Junior,80000,Moderate
35,Female,Master's Degree,Data Analyst,Science and Analytics,9,Mid-level,120000,Moderate
27,Male,Bachelor's Degree,Software Engineer,Engineering,3,Junior,80000,Moderate
48,Male,PhD,Director of Data Science,Director,18,Senior,210000,High
34,Male,Master's Degree,Data Scientist,Science and Analytics,9,Mid-level,140000,High
27,Male,Bachelor's Degree,Software Engineer,Engineering,3,Junior,80000,Moderate
32,Male,Master's Degree,Product Manager,Managerial,7,Mid-level,110000,Moderate
27,Male,Bachelor's Degree,Software Engineer,Engineering,3,Junior,80000,Moderate
35,Female,Master's Degree,Data Analyst,Science and Analytics,9,Mid-level,120000,Moderate
27,Male,Bachelor's Degree,Software Engineer,Engineering,3,Junior,80000,Moderate
41,Female,PhD,Director of Data Science,Director,16,Senior,200000,High
33,Male,Master's Degree,Data Analyst,Science and Analytics,8,Mid-level,120000,Moderate
27,Male,Bachelor's Degree,Software Engineer,Engineering,3,Junior,80000,Moderate
36,Male,PhD,Senior Data Scientist,Science and Analytics,12,Mid-level,170000,High
27,Male,Bachelor's Degree,Software Engineer,Engineering,3,Junior,80000,Moderate
27,Male,Bachelor's Degree,Software Engineer,Engineering,3,Junior,80000,Moderate
42,Male,Master's Degree,Product Manager,Managerial,14,Mid-level,180000,High
29,Female,Bachelor's Degree,Product Manager,Managerial,5,Junior,80000,Moderate
35,Female,Master's Degree,Data Analyst,Science and Analytics,9,Mid-level,120000,Moderate
27,Male,Bachelor's Degree,Software Engineer,Engineering,3,Junior,80000,Moderate
48,Male,PhD,Director of Data Science,Director,18,Senior,210000,High
34,Male,Master's Degree,Data Scientist,Science and Analytics,9,Mid-level,140000,High
27,Male,Bachelor's Degree,Software Engineer,Engineering,3,Junior,80000,Moderate
32,Male,Master's Degree,Product Manager,Managerial,7,Mid-level,110000,Moderate
27,Male,Bachelor's Degree,Software Engineer,Engineering,3,Junior,80000,Moderate
35,Female,Master's Degree,Data Analyst,Science and Analytics,9,Mid-level,120000,Moderate
27,Male,Bachelor's Degree,Software Engineer,Engineering,3,Junior,80000,Moderate
41,Female,PhD,Director of Data Science,Director,16,Senior,200000,High
35,Female,Master's Degree,Data Analyst,Science and Analytics,9,Mid-level,120000,Moderate
27,Male,Bachelor's Degree,Software Engineer,Engineering,3,Junior,80000,Moderate
36,Male,PhD,Senior Data Scientist,Science and Analytics,12,Mid-level,170000,High
27,Male,Bachelor's Degree,Software Engineer,Engineering,3,Junior,80000,Moderate
27,Male,Bachelor's Degree,Software Engineer,Engineering,3,Junior,80000,Moderate
42,Male,Master's Degree,Product Manager,Managerial,14,Mid-level,180000,High
27,Male,Bachelor's Degree,Software Engineer,Engineering,3,Junior,80000,Moderate
35,Female,Master's Degree,Data Analyst,Science and Analytics,9,Mid-level,120000,Moderate
27,Male,Bachelor's Degree,Software Engineer,Engineering,3,Junior,80000,Moderate
48,Male,PhD,Director of Data Science,Director,18,Senior,210000,High
34,Male,Master's Degree,Data Scientist,Science and Analytics,9,Mid-level,140000,High
27,Male,Bachelor's Degree,Software Engineer,Engineering,3,Junior,80000,Moderate
32,Male,Master's Degree,Product Manager,Managerial,7,Mid-level,110000,Moderate
27,Male,Bachelor's Degree,Software Engineer,Engineering,3,Junior,80000,Moderate
35,Female,Master's Degree,Data Analyst,Science and Analytics,9,Mid-level,120000,Moderate
27,Male,Bachelor's Degree,Software Engineer,Engineering,3,Junior,80000,Moderate
41,Female,PhD,Director of Data Science,Director,16,Senior,200000,High
35,Female,Master's Degree,Data Analyst,Science and Analytics,9,Mid-level,120000,Moderate
27,Male,Bachelor's Degree,Software Engineer,Engineering,3,Junior,80000,Moderate
36,Male,PhD,Senior Data Scientist,Science and Analytics,12,Mid-level,170000,High
27,Male,Bachelor's Degree,Software Engineer,Engineering,3,Junior,80000,Moderate
27,Male,Bachelor's Degree,Software Engineer,Engineering,3,Junior,80000,Moderate
42,Male,Master's Degree,Product Manager,Managerial,14,Mid-level,180000,High
27,Male,Bachelor's Degree,Software Engineer,Engineering,3,Junior,80000,Moderate
35,Female,Master's Degree,Data Analyst,Science and Analytics,9,Mid-level,120000,Moderate
27,Male,Bachelor's Degree,Software Engineer,Engineering,3,Junior,80000,Moderate
48,Male,PhD,Director of Data Science,Director,18,Senior,210000,High
34,Male,Master's Degree,Data Scientist,Science and Analytics,9,Mid-level,140000,High
27,Male,Bachelor's Degree,Software Engineer,Engineering,3,Junior,80000,Moderate
32,Male,Master's Degree,Product Manager,Managerial,7,Mid-level,110000,Moderate
27,Male,Bachelor's Degree,Software Engineer,Engineering,3,Junior,80000,Moderate
35,Female,Master's Degree,Data Analyst,Science and Analytics,9,Mid-level,120000,Moderate
27,Male,Bachelor's Degree,Software Engineer,Engineering,3,Junior,80000,Moderate
41,Female,PhD,Director of Data Science,Director,16,Senior,200000,High
35,Female,Master's Degree,Data Analyst,Science and Analytics,9,Mid-level,120000,Moderate
27,Male,Bachelor's Degree,Software Engineer,Engineering,3,Junior,80000,Moderate
36,Male,PhD,Senior Data Scientist,Science and Analytics,12,Mid-level,170000,High
27,Male,Bachelor's Degree,Software Engineer,Engineering,3,Junior,80000,Moderate
27,Male,High School,Back end Developer,Developer,4,Junior,79767,Moderate
42,Male,Master's Degree,Product Manager,Managerial,14,Mid-level,180000,High
26,Male,Bachelor's Degree,Full Stack Engineer,Engineering,4,Junior,79652,Moderate
35,Female,Master's Degree,Data Analyst,Science and Analytics,9,Mid-level,120000,Moderate
27,Female,Master's Degree,Front end Developer,Developer,5,Junior,78354,Moderate
48,Male,PhD,Director of Data Science,Director,18,Senior,210000,High
27,Female,Master's Degree,Front end Developer,Developer,5,Junior,78354,Moderate
45,Male,Master's Degree,Software Engineer Manager,Managerial,19,Senior,163780,High
36,Male,Bachelor's Degree,Front end Developer,Developer,12,Mid-level,137878,High
28,Female,Bachelor's Degree,Back end Developer,Developer,5,Junior,77766,Moderate
28,Male,Bachelor's Degree,Full Stack Engineer,Engineering,4,Junior,77606,Moderate
46,Female,PhD,Software Engineer Manager,Managerial,21,Senior,174821,High
34,Male,Bachelor's Degree,Back end Developer,Developer,10,Mid-level,126520,Moderate
44,Male,Master's Degree,Senior Software Engineer,Engineering,18,Senior,152168,High
55,Female,PhD,Software Engineer Manager,Managerial,29,Managerial,190543,High
35,Male,Master's Degree,Full Stack Engineer,Engineering,9,Mid-level,131547,Moderate
54,Male,Bachelor's Degree,Senior Project Engineer,Engineering,28,Managerial,192292,High
28,Male,Bachelor's Degree,Full Stack Engineer,Engineering,4,Junior,77606,Moderate
46,Male,Master's Degree,Senior Software Engineer,Engineering,20,Senior,174938,High
33,Female,Bachelor's Degree,Full Stack Engineer,Engineering,8,Mid-level,124071,Moderate
28,Male,Bachelor's Degree,Full Stack Engineer,Engineering,4,Junior,77606,Moderate
43,Female,PhD,Software Engineer Manager,Managerial,19,Senior,156486,High
36,Male,Master's Degree,Full Stack Engineer,Engineering,11,Mid-level,138859,High
23,Female,Bachelor's Degree,Senior Project Engineer,Engineering,0,Intern,52831,Low
49,Male,Master's Degree,Software Engineer Manager,Managerial,23,Managerial,182392,High
35,Female,Master's Degree,Full Stack Engineer,Engineering,11,Mid-level,151078,High
31,Male,Bachelor's Degree,Back end Developer,Developer,8,Mid-level,100679,Moderate
43,Male,Master's Degree,Full Stack Engineer,Engineering,20,Senior,167924,High
33,Female,Master's Degree,Senior Project Engineer,Engineering,10,Mid-level,113334,Moderate
52,Female,PhD,Software Engineer Manager,Managerial,29,Managerial,194778,High
32,Female,Master's Degree,Marketing Manager,Managerial,6,Junior,77000,Moderate
36,Female,Master's Degree,Senior Software Engineer,Engineering,13,Mid-level,140010,High
43,Male,Bachelor's Degree,Senior Project Engineer,Engineering,20,Senior,142421,High
50,Female,Master's Degree,Full Stack Engineer,Engineering,24,Managerial,192756,High
32,Female,Master's Degree,Marketing Manager,Managerial,6,Junior,77000,Moderate
52,Male,Master's Degree,Senior Software Engineer,Engineering,27,Managerial,186794,High
46,Female,Bachelor's Degree,Back end Developer,Developer,19,Senior,150729,High
38,Male,Master's Degree,Full Stack Engineer,Engineering,15,Senior,171652,High
32,Female,Master's Degree,Marketing Manager,Managerial,6,Junior,77000,Moderate
33,Female,Master's Degree,Front end Developer,Developer,9,Mid-level,119918,Moderate
47,Male,PhD,Software Engineer Manager,Managerial,21,Senior,174985,High
45,Female,Master's Degree,Senior Software Engineer,Engineering,23,Managerial,174336,High
32,Female,Master's Degree,Marketing Manager,Managerial,6,Junior,77000,Moderate
42,Female,Master's Degree,Full Stack Engineer,Engineering,14,Mid-level,163978,High
46,Male,Bachelor's Degree,Senior Project Engineer,Engineering,25,Managerial,166958,High
38,Female,PhD,Software Engineer Manager,Managerial,15,Senior,145052,High
54,Male,Master's Degree,Senior Software Engineer,Engineering,32,Executive,195270,High
33,Female,Master's Degree,Full Stack Engineer,Engineering,8,Mid-level,122970,Moderate
32,Female,Master's Degree,Marketing Manager,Managerial,6,Junior,77000,Moderate
50,Female,Bachelor's Degree,Senior Project Engineer,Engineering,25,Managerial,177862,High
32,Female,Master's Degree,Marketing Manager,Managerial,6,Junior,77000,Moderate
32,Female,Master's Degree,Marketing Manager,Managerial,6,Junior,77000,Moderate
35,Male,Bachelor's Degree,Front end Developer,Developer,10,Mid-level,128999,Moderate
44,Female,PhD,Software Engineer Manager,Managerial,18,Senior,162454,High
32,Male,Master's Degree,Senior Project Engineer,Engineering,8,Mid-level,122354,Moderate
54,Male,Bachelor's Degree,Full Stack Engineer,Engineering,25,Managerial,179756,High
32,Female,Master's Degree,Marketing Manager,Managerial,6,Junior,77000,Moderate
23,Male,PhD,Software Engineer Manager,Managerial,0,Intern,52612,Low
48,Female,Master's Degree,Senior Software Engineer,Engineering,24,Managerial,184480,High
38,Male,Bachelor's Degree,Back end Developer,Developer,12,Mid-level,132442,High
26,Female,Master's Degree,Front end Developer,Developer,4,Junior,76898,Moderate
40,Male,Master's Degree,Software Engineer Manager,Managerial,16,Senior,150301,High
45,Female,Bachelor's Degree,Senior Project Engineer,Engineering,22,Senior,171468,High
36,Male,Master's Degree,Full Stack Engineer,Engineering,13,Mid-level,147326,High
52,Male,PhD,Software Engineer Manager,Managerial,26,Managerial,185982,High
31,Female,Bachelor's Degree,Senior Software Engineer,Engineering,7,Mid-level,108267,Moderate
28,Male,Master's Degree,Front end Developer,Developer,5,Junior,76742,Moderate
28,Male,Master's Degree,Front end Developer,Developer,5,Junior,76742,Moderate
27,Female,Master's Degree,Front end Developer,Developer,4,Junior,75969,Moderate
45,Male,Master's Degree,Senior Software Engineer,Engineering,22,Senior,182506,High
33,Female,Master's Degree,Full Stack Engineer,Engineering,9,Mid-level,136986,High
38,Male,Bachelor's Degree,Front end Developer,Developer,11,Mid-level,136662,High
54,Female,PhD,Software Engineer Manager,Managerial,32,Executive,191510,High
42,Male,Master's Degree,Full Stack Engineer,Engineering,19,Senior,177347,High
26,Male,Master's Degree,Front end Developer,Developer,4,Junior,75656,Moderate
34,Male,Master's Degree,Software Engineer Manager,Managerial,9,Mid-level,146075,High
46,Female,Bachelor's Degree,Back end Developer,Developer,18,Senior,155795,High
35,Male,Master's Degree,Full Stack Engineer,Engineering,9,Mid-level,132638,High
49,Female,PhD,Software Engineer Manager,Managerial,22,Senior,178684,High
32,Male,Bachelor's Degree,Senior Software Engineer,Engineering,7,Mid-level,106218,Moderate
54,Male,Master's Degree,Full Stack Engineer,Engineering,28,Managerial,191239,High
26,Male,Bachelor's Degree,Back end Developer,Developer,3,Junior,75072,Moderate
23,Male,PhD,Software Engineer Manager,Managerial,0,Intern,52779,Low
48,Female,Master's Degree,Senior Software Engineer,Engineering,23,Managerial,185038,High
38,Male,Bachelor's Degree,Back end Developer,Developer,14,Mid-level,136449,High
26,Male,Bachelor's Degree,Back end Developer,Developer,3,Junior,75072,Moderate
40,Male,Master's Degree,Software Engineer Manager,Managerial,17,Senior,151670,High
45,Female,Bachelor's Degree,Senior Project Engineer,Engineering,21,Senior,167015,High
36,Male,Master's Degree,Full Stack Engineer,Engineering,13,Mid-level,146508,High
52,Male,PhD,Software Engineer Manager,Managerial,27,Managerial,190596,High
29,Male,Master's,Software Developer,Developer,3,Junior,75000,Moderate
29,Male,Master's,Data Scientist,Science and Analytics,3,Junior,75000,Moderate
32,Male,Bachelor's,Accountant,Accountant,5,Junior,75000,Moderate
30,Female,Bachelor's Degree,Front end Developer,Developer,2,Junior,75000,Moderate
45,Male,Master's Degree,Senior Software Engineer,Engineering,21,Senior,180367,High
33,Female,Master's Degree,Full Stack Engineer,Engineering,9,Mid-level,135596,High
38,Male,Bachelor's Degree,Front end Developer,Developer,11,Mid-level,136062,High
54,Female,PhD,Software Engineer Manager,Managerial,32,Executive,191267,High
42,Male,Master's Degree,Full Stack Engineer,Engineering,19,Senior,177347,High
25,Female,Master's Degree,Back end Developer,Developer,2,Junior,75000,Moderate
34,Male,Master's Degree,Software Engineer Manager,Managerial,9,Mid-level,146075,High
46,Female,Bachelor's Degree,Back end Developer,Developer,18,Senior,155795,High
35,Male,Master's Degree,Full Stack Engineer,Engineering,9,Mid-level,132638,High
49,Female,PhD,Software Engineer Manager,Managerial,22,Senior,178684,High
32,Male,Bachelor's Degree,Senior Software Engineer,Engineering,7,Mid-level,106218,Moderate
54,Male,Master's Degree,Full Stack Engineer,Engineering,28,Managerial,191239,High
27,Male,Bachelor's Degree,Back end Developer,Developer,2,Junior,75000,Moderate
23,Male,PhD,Software Engineer Manager,Managerial,0,Intern,52779,Low
48,Female,Master's Degree,Senior Software Engineer,Engineering,23,Managerial,185038,High
38,Male,Bachelor's Degree,Back end Developer,Developer,14,Mid-level,136449,High
28,Male,Bachelor's Degree,Software Engineer,Engineering,4,Junior,75000,Moderate
40,Male,Master's Degree,Software Engineer Manager,Managerial,17,Senior,151670,High
45,Female,Bachelor's Degree,Senior Project Engineer,Engineering,21,Senior,167015,High
36,Male,Master's Degree,Full Stack Engineer,Engineering,13,Mid-level,146508,High
52,Male,PhD,Software Engineer Manager,Managerial,27,Managerial,190596,High
28,Male,Bachelor's Degree,Software Engineer,Engineering,4,Junior,75000,Moderate
28,Male,Bachelor's Degree,Software Engineer,Engineering,4,Junior,75000,Moderate
28,Male,Bachelor's Degree,Software Engineer,Engineering,4,Junior,75000,Moderate
28,Male,Bachelor's Degree,Software Engineer,Engineering,4,Junior,75000,Moderate
45,Male,Master's Degree,Senior Software Engineer,Engineering,21,Senior,180367,High
33,Female,Master's Degree,Full Stack Engineer,Engineering,9,Mid-level,135596,High
38,Male,Bachelor's Degree,Front end Developer,Developer,11,Mid-level,136062,High
54,Female,PhD,Software Engineer Manager,Managerial,32,Executive,191267,High
42,Male,Master's Degree,Full Stack Engineer,Engineering,19,Senior,177347,High
28,Male,Bachelor's Degree,Software Engineer,Engineering,4,Junior,75000,Moderate
45,Male,Master's Degree,Software Engineer Manager,Managerial,19,Senior,163780,High
36,Male,Bachelor's Degree,Front end Developer,Developer,12,Mid-level,137878,High
28,Male,Bachelor's Degree,Software Engineer,Engineering,4,Junior,75000,Moderate
28,Male,Bachelor's Degree,Software Developer,Developer,3,Junior,75000,Moderate
46,Female,PhD,Software Engineer Manager,Managerial,21,Senior,174821,High
34,Male,Bachelor's Degree,Back end Developer,Developer,10,Mid-level,126520,Moderate
44,Male,Master's Degree,Senior Software Engineer,Engineering,18,Senior,152168,High
55,Female,PhD,Software Engineer Manager,Managerial,29,Managerial,190543,High
35,Male,Master's Degree,Full Stack Engineer,Engineering,9,Mid-level,131547,Moderate
54,Male,Bachelor's Degree,Senior Project Engineer,Engineering,28,Managerial,192292,High
28,Male,Bachelor's Degree,Software Engineer,Engineering,4,Junior,75000,Moderate
46,Male,Master's Degree,Senior Software Engineer,Engineering,20,Senior,174938,High
33,Female,Bachelor's Degree,Full Stack Engineer,Engineering,8,Mid-level,124071,Moderate
28,Male,Bachelor's Degree,Software Engineer,Engineering,4,Junior,75000,Moderate
43,Female,PhD,Software Engineer Manager,Managerial,19,Senior,156486,High
36,Male,Master's Degree,Full Stack Engineer,Engineering,11,Mid-level,138859,High
23,Female,Bachelor's Degree,Senior Project Engineer,Engineering,0,Intern,52831,Low
49,Male,Master's Degree,Software Engineer Manager,Managerial,23,Managerial,182392,High
35,Female,Master's Degree,Full Stack Engineer,Engineering,11,Mid-level,151078,High
31,Male,Bachelor's Degree,Back end Developer,Developer,8,Mid-level,100679,Moderate
43,Male,Master's Degree,Full Stack Engineer,Engineering,20,Senior,167924,High
33,Female,Master's Degree,Senior Project Engineer,Engineering,10,Mid-level,113334,Moderate
52,Female,PhD,Software Engineer Manager,Managerial,29,Managerial,194778,High
28,Male,Bachelor's Degree,Software Engineer,Engineering,4,Junior,75000,Moderate
36,Female,Master's Degree,Senior Software Engineer,Engineering,13,Mid-level,140010,High
43,Male,Bachelor's Degree,Senior Project Engineer,Engineering,20,Senior,142421,High
50,Female,Master's Degree,Full Stack Engineer,Engineering,24,Managerial,192756,High
28,Male,Bachelor's Degree,Software Engineer,Engineering,4,Junior,75000,Moderate
52,Male,Master's Degree,Senior Software Engineer,Engineering,27,Managerial,186794,High
46,Female,Bachelor's Degree,Back end Developer,Developer,19,Senior,150729,High
38,Male,Master's Degree,Full Stack Engineer,Engineering,15,Senior,171652,High
28,Male,Bachelor's Degree,Software Engineer,Engineering,4,Junior,75000,Moderate
33,Female,Master's Degree,Front end Developer,Developer,9,Mid-level,119918,Moderate
47,Male,PhD,Software Engineer Manager,Managerial,21,Senior,174985,High
45,Female,Master's Degree,Senior Software Engineer,Engineering,23,Managerial,174336,High
28,Male,Bachelor's Degree,Software Engineer,Engineering,4,Junior,75000,Moderate
42,Female,Master's Degree,Full Stack Engineer,Engineering,14,Mid-level,163978,High
46,Male,Bachelor's Degree,Senior Project Engineer,Engineering,25,Managerial,166958,High
38,Female,PhD,Software Engineer Manager,Managerial,15,Senior,145052,High
54,Male,Master's Degree,Senior Software Engineer,Engineering,32,Executive,195270,High
33,Female,Master's Degree,Full Stack Engineer,Engineering,8,Mid-level,122970,Moderate
28,Male,Bachelor's Degree,Software Engineer,Engineering,4,Junior,75000,Moderate
50,Female,Bachelor's Degree,Senior Project Engineer,Engineering,25,Managerial,177862,High
28,Male,Bachelor's Degree,Software Engineer,Engineering,4,Junior,75000,Moderate
28,Male,Bachelor's Degree,Software Engineer,Engineering,4,Junior,75000,Moderate
35,Male,Bachelor's Degree,Front end Developer,Developer,10,Mid-level,128999,Moderate
44,Female,PhD,Software Engineer Manager,Managerial,18,Senior,162454,High
32,Male,Master's Degree,Senior Project Engineer,Engineering,8,Mid-level,122354,Moderate
54,Male,Bachelor's Degree,Full Stack Engineer,Engineering,25,Managerial,179756,High
28,Male,Bachelor's Degree,Software Engineer,Engineering,4,Junior,75000,Moderate
23,Male,PhD,Software Engineer Manager,Managerial,0,Intern,52612,Low
48,Female,Master's Degree,Senior Software Engineer,Engineering,24,Managerial,184480,High
38,Male,Bachelor's Degree,Back end Developer,Developer,12,Mid-level,132442,High
28,Male,Bachelor's Degree,Software Engineer,Engineering,4,Junior,75000,Moderate
40,Male,Master's Degree,Software Engineer Manager,Managerial,16,Senior,150301,High
45,Female,Bachelor's Degree,Senior Project Engineer,Engineering,22,Senior,171468,High
36,Male,Master's Degree,Full Stack Engineer,Engineering,13,Mid-level,147326,High
52,Male,PhD,Software Engineer Manager,Managerial,26,Managerial,185982,High
31,Female,Bachelor's Degree,Senior Software Engineer,Engineering,7,Mid-level,108267,Moderate
28,Male,Bachelor's Degree,Software Engineer,Engineering,4,Junior,75000,Moderate
28,Male,Bachelor's Degree,Software Engineer,Engineering,4,Junior,75000,Moderate
28,Male,Bachelor's Degree,Software Engineer,Engineering,4,Junior,75000,Moderate
45,Male,Master's Degree,Senior Software Engineer,Engineering,22,Senior,182506,High
33,Female,Master's Degree,Full Stack Engineer,Engineering,9,Mid-level,136986,High
38,Male,Bachelor's Degree,Front end Developer,Developer,11,Mid-level,136662,High
54,Female,PhD,Software Engineer Manager,Managerial,32,Executive,191510,High
42,Male,Master's Degree,Full Stack Engineer,Engineering,19,Senior,177347,High
28,Male,Bachelor's Degree,Software Engineer,Engineering,4,Junior,75000,Moderate
34,Male,Master's Degree,Software Engineer Manager,Managerial,9,Mid-level,146075,High
46,Female,Bachelor's Degree,Back end Developer,Developer,18,Senior,155795,High
35,Male,Master's Degree,Full Stack Engineer,Engineering,9,Mid-level,132638,High
49,Female,PhD,Software Engineer Manager,Managerial,22,Senior,178684,High
32,Male,Bachelor's Degree,Senior Software Engineer,Engineering,7,Mid-level,106218,Moderate
54,Male,Master's Degree,Full Stack Engineer,Engineering,28,Managerial,191239,High
28,Male,Bachelor's Degree,Software Engineer,Engineering,4,Junior,75000,Moderate
23,Male,PhD,Software Engineer Manager,Managerial,0,Intern,52779,Low
48,Female,Master's Degree,Senior Software Engineer,Engineering,23,Managerial,185038,High
38,Male,Bachelor's Degree,Back end Developer,Developer,14,Mid-level,136449,High
28,Male,Bachelor's Degree,Software Engineer,Engineering,4,Junior,75000,Moderate
40,Male,Master's Degree,Software Engineer Manager,Managerial,17,Senior,151670,High
45,Female,Bachelor's Degree,Senior Project Engineer,Engineering,21,Senior,167015,High
36,Male,Master's Degree,Full Stack Engineer,Engineering,13,Mid-level,146508,High
52,Male,PhD,Software Engineer Manager,Managerial,27,Managerial,190596,High
28,Male,Bachelor's Degree,Software Engineer,Engineering,4,Junior,75000,Moderate
29,Female,Master's Degree,HR,HR,4,Junior,75000,Moderate
34,Female,Bachelor's Degree,HR,HR,6,Junior,75000,Moderate
33,Male,Bachelor's Degree,Operations Manager,Managerial,6,Junior,75000,Moderate
45,Male,Master's Degree,Senior Software Engineer,Engineering,21,Senior,180367,High
33,Female,Master's Degree,Full Stack Engineer,Engineering,9,Mid-level,135596,High
38,Male,Bachelor's Degree,Front end Developer,Developer,11,Mid-level,136062,High
54,Female,PhD,Software Engineer Manager,Managerial,32,Executive,191267,High
42,Male,Master's Degree,Full Stack Engineer,Engineering,19,Senior,177347,High
34,Female,Bachelor's Degree,HR,HR,6,Junior,75000,Moderate
34,Male,Master's Degree,Software Engineer Manager,Managerial,9,Mid-level,146075,High
46,Female,Bachelor's Degree,Back end Developer,Developer,18,Senior,155795,High
35,Male,Master's Degree,Full Stack Engineer,Engineering,9,Mid-level,132638,High
49,Female,PhD,Software Engineer Manager,Managerial,22,Senior,178684,High
32,Male,Bachelor's Degree,Senior Software Engineer,Engineering,7,Mid-level,106218,Moderate
54,Male,Master's Degree,Full Stack Engineer,Engineering,28,Managerial,191239,High
33,Male,Bachelor's Degree,Operations Manager,Managerial,6,Junior,75000,Moderate
23,Male,PhD,Software Engineer Manager,Managerial,0,Intern,52779,Low
48,Female,Master's Degree,Senior Software Engineer,Engineering,23,Managerial,185038,High
38,Male,Bachelor's Degree,Back end Developer,Developer,14,Mid-level,136449,High
34,Female,Bachelor's Degree,HR,HR,6,Junior,75000,Moderate
40,Male,Master's Degree,Software Engineer Manager,Managerial,17,Senior,151670,High
45,Female,Bachelor's Degree,Senior Project Engineer,Engineering,21,Senior,167015,High
36,Male,Master's Degree,Full Stack Engineer,Engineering,13,Mid-level,146508,High
52,Male,PhD,Software Engineer Manager,Managerial,27,Managerial,190596,High
33,Male,Bachelor's Degree,Operations Manager,Managerial,6,Junior,75000,Moderate
34,Female,Bachelor's Degree,HR,HR,6,Junior,75000,Moderate
33,Male,Bachelor's Degree,Operations Manager,Managerial,6,Junior,75000,Moderate
34,Female,Bachelor's Degree,HR,HR,6,Junior,75000,Moderate
45,Male,Master's Degree,Senior Software Engineer,Engineering,21,Senior,180367,High
33,Female,Master's Degree,Full Stack Engineer,Engineering,9,Mid-level,135596,High
38,Male,Bachelor's Degree,Front end Developer,Developer,11,Mid-level,136062,High
54,Female,PhD,Software Engineer Manager,Managerial,32,Executive,191267,High
42,Male,Master's Degree,Full Stack Engineer,Engineering,19,Senior,177347,High
33,Male,Bachelor's Degree,Operations Manager,Managerial,6,Junior,75000,Moderate
45,Male,Master's Degree,Software Engineer Manager,Managerial,19,Senior,163780,High
36,Male,Bachelor's Degree,Front end Developer,Developer,12,Mid-level,137878,High
34,Female,Bachelor's Degree,HR,HR,6,Junior,75000,Moderate
33,Male,Bachelor's Degree,Operations Manager,Managerial,6,Junior,75000,Moderate
46,Female,PhD,Software Engineer Manager,Managerial,21,Senior,174821,High
34,Male,Bachelor's Degree,Back end Developer,Developer,10,Mid-level,126520,Moderate
44,Male,Master's Degree,Senior Software Engineer,Engineering,18,Senior,152168,High
55,Female,PhD,Software Engineer Manager,Managerial,29,Managerial,190543,High
35,Male,Master's Degree,Full Stack Engineer,Engineering,9,Mid-level,131547,Moderate
54,Male,Bachelor's Degree,Senior Project Engineer,Engineering,28,Managerial,192292,High
34,Female,Bachelor's Degree,HR,HR,6,Junior,75000,Moderate
46,Male,Master's Degree,Senior Software Engineer,Engineering,20,Senior,174938,High
33,Female,Bachelor's Degree,Full Stack Engineer,Engineering,8,Mid-level,124071,Moderate
33,Male,Bachelor's Degree,Operations Manager,Managerial,6,Junior,75000,Moderate
